LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
341576,Male,Graduate School,Single,33,2,2,2,2,2,2,18058,93609,20283,44332,41271,84770,24894,20462,20744,37581,10253,44216,0
200040,Female,University,Single,79,1,1,-1,2,0,1,69084,62026,467,31961,23347,19377,18872,34675,34748,10616,29638,32758,1
82575,Female,Graduate School,Others,52,0,4,-1,0,0,0,28502,77504,85772,68810,54142,98293,33108,36759,28128,7764,35675,31946,1
120380,Male,Others,Others,56,0,4,-1,3,3,0,61197,12280,5101,28838,59683,66152,45749,35431,24976,40077,15604,37520,0
296243,Female,Others,Others,29,4,1,-1,1,3,0,57204,1754,72083,13332,70288,95686,12406,8127,22987,10891,34483,14265,1
472422,Male,University,Married,66,1,1,0,3,-1,-1,13263,82392,1760,62001,92806,55173,4873,34650,45832,9654,15661,28840,0
118871,Female,University,Others,66,-1,3,4,-1,-1,1,66088,49258,11648,89329,59791,7616,15025,16712,20021,29817,44495,17429,1
784079,Female,High School,Others,69,0,-1,4,3,0,0,70550,42386,33161,35350,2668,8622,28671,37135,23684,34132,14248,8015,0
287173,Male,High School,Others,57,3,4,1,1,4,1,12106,30365,86298,79954,49767,82555,45440,12462,25790,49116,40577,33870,0
435027,Male,Graduate School,Others,51,2,3,1,0,1,-1,82312,80353,17083,47473,85166,44160,31229,10397,1147,15538,31152,40071,1
25793,Female,Graduate School,Single,51,2,2,1,-1,-1,2,14396,28604,16504,39897,75531,38163,6101,21101,5550,25807,38878,24962,1
320250,Female,University,Married,79,0,2,2,3,0,2,25455,803,37097,10682,33830,95900,34373,45196,23769,14289,16995,17996,0
357806,Male,Graduate School,Single,75,3,2,0,2,4,2,53490,7272,49723,20727,93308,81097,21661,5600,44908,4261,10701,36123,0
225836,Female,Unknown,Single,39,1,1,1,1,4,-1,-352,95986,77601,55669,40739,78112,16182,381,35218,23592,27501,43336,0
792778,Male,Others,Married,22,2,0,1,0,3,0,92733,80204,47739,42775,49210,69787,38604,11784,7138,28281,33051,2507,0
487347,Male,Graduate School,Single,65,3,3,-1,4,4,-1,54546,26117,81648,55941,34166,45278,35176,15024,47404,4082,2670,18584,1
404188,Male,Graduate School,Others,52,3,0,-1,1,2,1,63396,86275,10696,68439,10196,92888,2839,9625,16328,17963,15135,10964,0
403576,Female,High School,Married,63,-1,-1,-1,3,3,2,76145,43699,81535,11115,17714,98023,33876,36649,39125,29770,26203,8998,1
667992,Female,Unknown,Single,54,0,-1,1,0,3,1,32588,67524,97674,49937,44692,22419,4454,40876,9065,21983,45589,14822,0
768612,Female,Graduate School,Single,21,3,3,-1,2,2,-1,63202,6204,86258,44132,49911,93616,27780,28017,8565,3419,41641,20167,0
90882,Male,Others,Others,41,1,2,1,-1,3,3,91128,77564,94735,72498,94904,26577,14214,27980,32079,30991,11631,48101,0
159080,Female,Graduate School,Single,23,2,4,2,3,-1,3,80456,73052,61071,61038,44580,79133,23938,12436,1194,18401,39932,32578,1
611944,Male,University,Single,47,-1,-1,2,0,3,-1,20829,61519,93968,11025,93372,34557,7414,43164,39255,20401,15516,43989,0
433499,Male,Unknown,Single,64,1,0,3,-1,2,0,48058,30864,53094,94439,81347,89765,27788,6747,29533,3037,31453,33408,0
673178,Female,Graduate School,Married,27,2,0,0,0,0,4,72231,99665,73675,57526,86297,21645,45502,18583,19865,14501,40398,38693,0
473871,Female,Unknown,Married,53,0,4,-1,4,0,1,83715,49386,49271,15907,53181,43516,34693,19916,45356,17145,46659,20470,1
40579,Male,Graduate School,Single,29,1,1,4,3,0,-1,35984,97051,41415,67832,52028,14306,15457,29047,5615,46165,37024,43955,1
589466,Female,Others,Single,50,2,2,-1,0,2,-1,66670,15486,87251,55108,26066,26968,38862,35497,40226,44932,20653,26814,0
722944,Male,Others,Others,38,-1,1,0,2,2,3,1177,13774,26124,19863,63631,77131,24017,8787,15084,47948,48008,34867,0
206092,Female,Unknown,Married,76,2,3,0,0,-1,2,17683,65282,22403,4685,99420,24065,25654,8038,8016,12838,15909,10834,1
514473,Male,High School,Married,46,3,-1,3,3,2,2,54133,13373,1422,5647,42281,24920,1976,3910,31156,16982,25935,14860,0
647492,Female,High School,Married,40,-1,4,0,0,4,4,96042,36676,12455,29145,48711,31636,28136,36264,26725,3743,2073,40666,0
629661,Male,University,Single,58,1,4,1,-1,0,0,82303,2691,27187,39562,69977,97911,10921,44079,34825,31966,28151,12277,0
524879,Female,High School,Others,61,4,4,-1,-1,2,0,62276,43445,91658,19767,46024,79608,29312,40270,44072,41376,36138,15699,1
666335,Male,Unknown,Others,75,0,1,0,4,1,4,10693,24823,46109,97702,90497,35359,31709,36568,18801,44393,2484,22173,0
466695,Male,High School,Single,51,-1,1,1,1,3,0,3142,53564,74068,4430,50769,37413,3444,8162,49277,48273,42778,3749,1
288409,Male,University,Single,28,-1,3,0,4,-1,3,43622,66255,12541,2880,9146,68655,33526,11262,35600,46795,39670,4746,1
407534,Male,Graduate School,Others,43,-1,0,4,1,0,-1,87564,50354,14481,64662,32357,69847,19478,32298,37246,6210,40173,12581,0
438297,Male,High School,Others,70,2,0,1,2,4,0,90945,86071,41478,59487,97802,7944,4379,35591,22854,33850,35434,39270,1
199721,Male,Unknown,Married,45,3,3,2,-1,4,3,64440,92417,37593,82690,54499,2048,16496,34260,37386,587,27981,12960,0
649763,Female,Unknown,Single,67,4,4,1,1,0,1,60291,5026,71296,38793,15313,36212,28868,30270,14142,29443,3384,42399,1
520332,Male,University,Married,21,0,0,3,0,4,-1,1472,42496,41919,56590,26398,68656,5283,19700,17393,10999,16906,37045,0
510267,Male,University,Others,66,0,3,1,2,1,4,53646,13073,40670,70461,8324,76189,13180,43269,3778,36426,18077,27544,0
708429,Female,Others,Married,38,3,0,0,3,-1,1,79836,20836,19954,51470,6432,15000,17205,37705,33709,15845,4183,37655,0
516568,Female,Others,Others,39,2,3,2,1,3,2,29549,64186,32341,66617,19867,98318,30126,23801,36371,10415,26865,8103,0
219742,Male,Others,Others,71,2,0,2,4,-1,2,77554,6184,26419,62616,33359,44654,47113,15856,36748,45377,15344,12954,1
377112,Female,Graduate School,Married,62,3,4,1,1,-1,-1,76934,59829,48659,99361,68943,74496,10637,13363,15318,21964,33365,38701,1
86377,Female,Unknown,Single,72,3,1,0,4,0,0,24826,789,87655,69823,29971,85816,43159,20968,37136,10375,30718,13013,1
363815,Male,Others,Married,73,1,1,2,4,2,-1,67646,29353,1222,37671,49759,87973,45246,12052,47068,47531,42605,23891,0
153499,Male,Unknown,Married,26,2,4,4,-1,3,0,78142,25340,55840,4335,35492,24534,33044,27789,41461,16148,7495,4448,1
443467,Female,University,Single,37,-1,0,1,2,-1,4,7801,46343,93899,67525,90827,98895,47596,13683,44778,5913,26734,8668,0
240739,Female,Graduate School,Single,66,0,4,1,4,1,2,87491,26933,25273,92709,52006,43221,25842,39162,48614,42981,18720,28141,1
636551,Female,University,Married,65,2,3,1,-1,0,-1,96347,95601,65323,70257,40069,12339,23015,8172,32671,21410,30827,21712,0
428381,Female,Unknown,Others,28,3,1,2,-1,2,-1,68310,12686,92901,55230,76905,99892,24395,39225,31970,29351,24067,5194,0
655647,Female,Others,Married,74,-1,-1,-1,4,2,4,91358,78887,24162,81259,29291,34306,16659,36064,1250,43329,18098,30549,0
370988,Female,University,Others,62,1,0,0,2,0,0,-742,28258,75893,1728,16152,79359,27487,22168,43348,25935,28314,47390,0
599215,Male,High School,Single,29,4,-1,3,0,-1,2,5868,32027,51802,82511,64674,57134,25906,39991,18703,49932,13088,5350,0
345314,Female,Graduate School,Single,57,1,-1,3,1,4,2,5817,17302,44569,88763,48372,11459,10535,15698,38678,32938,10976,5696,0
297010,Male,Unknown,Others,75,-1,2,0,-1,0,0,37512,86438,26277,21167,52079,70717,26964,11784,22922,37787,3176,32014,1
161391,Male,Others,Married,47,-1,-1,-1,1,4,4,29856,54755,48116,34929,50539,11208,33360,31472,2957,20608,32125,36425,0
549700,Female,University,Single,56,3,-1,0,2,2,0,11092,46002,84956,74036,1525,52546,15552,31726,22722,46497,30291,42248,0
505379,Male,Graduate School,Others,26,4,4,1,0,2,4,57259,89095,56899,72711,8637,96545,3995,24548,13894,2108,47180,33036,1
476802,Female,Others,Others,26,3,2,4,3,1,0,95636,25362,99013,36397,47324,56991,23477,28131,25772,15476,24778,45356,0
658423,Male,University,Married,65,0,2,0,0,1,2,52094,6252,48029,61248,55108,77571,30977,12451,32754,9850,35666,25597,1
130019,Female,Unknown,Others,24,4,2,0,2,2,2,81157,64635,11167,46536,33377,4876,37840,38328,36042,9987,28148,32857,1
224649,Male,High School,Others,42,4,3,4,0,1,-1,35123,68441,44350,71437,79069,66011,26110,17358,25632,39384,17648,34693,1
334066,Female,High School,Married,60,0,2,2,3,1,4,57031,14090,14590,75426,86363,78316,29926,6276,43218,35553,6943,29031,0
278329,Male,Unknown,Single,47,1,4,3,-1,1,2,72440,34110,26883,75851,59207,25636,12301,6224,29484,33164,6850,13611,1
358492,Female,Graduate School,Single,57,-1,3,3,0,2,4,87521,72627,86132,79962,21368,88657,23083,39886,47856,25379,48499,30108,1
101368,Male,Unknown,Single,22,1,0,1,4,-1,4,53858,51385,66046,30316,24736,29978,13295,8184,35816,40799,48332,36015,1
197461,Male,University,Others,29,3,3,4,4,-1,1,158,4024,95299,34065,16753,57467,42023,21555,34674,19388,43419,17532,1
792190,Male,Graduate School,Others,31,2,0,1,2,3,1,58473,10441,58930,79775,95242,24191,35873,37573,2939,11961,25813,29398,0
289567,Female,High School,Married,40,3,2,2,0,1,0,97898,81247,86823,79286,2571,90396,23274,26107,30550,40532,31160,16241,1
61268,Female,University,Others,72,2,2,1,3,-1,4,63720,41311,43506,22674,25798,25901,44864,20200,11670,8846,1554,9794,1
122692,Female,Others,Others,63,-1,0,4,2,3,0,17134,26387,13374,78049,32256,10329,44265,15308,41500,7644,44702,5297,0
444860,Female,Others,Single,59,-1,1,4,0,0,0,15786,66825,23551,25085,46419,19056,38673,5133,29606,42836,27735,26378,0
702146,Female,Others,Others,78,4,4,-1,2,1,-1,89933,75890,88472,37086,75595,82543,3361,13696,14431,24843,671,8196,1
367345,Male,High School,Others,34,-1,3,2,4,-1,1,51990,10291,93188,62493,91539,27025,28080,14048,9049,47179,41042,38700,1
478741,Female,Unknown,Others,46,0,4,4,3,-1,1,74963,30386,54584,52186,90989,9895,11087,15560,31693,1092,29720,26740,1
128222,Female,Graduate School,Married,58,0,4,4,-1,4,2,50692,92814,68169,47248,29624,8332,28626,10404,11028,42428,12512,35829,1
433693,Male,High School,Others,50,2,-1,2,3,-1,1,54030,8702,91518,25156,8056,79076,28388,12848,39226,9513,43437,49582,1
761270,Female,University,Married,56,1,2,0,-1,4,2,9494,97523,16845,84353,62279,3682,10107,31876,34520,40095,34219,41349,0
132942,Female,University,Single,58,4,3,0,1,3,4,72026,94066,86834,69169,17564,73831,19382,8773,29587,37761,21697,8015,0
509972,Female,Others,Others,55,1,4,-1,4,4,-1,25273,42128,5352,99355,10220,99056,17725,16243,18050,3079,5237,11742,1
668931,Female,Graduate School,Married,75,2,3,4,4,0,0,93040,79941,99475,2876,10290,-387,34629,6262,1863,42468,26596,3542,0
553864,Female,Others,Single,26,0,4,2,4,1,0,13760,26762,62317,70444,51480,59391,2455,7818,4461,41781,23522,1373,0
391785,Female,University,Others,23,3,2,2,3,-1,4,37302,2239,56080,54282,19018,81563,3792,16114,46904,12167,43085,4839,0
465919,Male,University,Married,21,4,4,0,-1,2,2,69822,60874,7594,70963,54138,60497,27439,15028,43373,2135,25751,11490,0
675040,Female,Unknown,Married,78,2,0,3,1,1,3,66149,62971,7475,44777,81155,16519,27727,19941,37980,30236,40753,49604,0
691066,Female,Unknown,Single,73,1,2,3,1,2,4,44540,11567,87035,47119,80567,15202,44838,35150,2118,21305,26980,32190,0
220926,Female,Unknown,Others,78,2,3,4,1,3,2,87499,84737,93374,66359,98292,19083,38632,22065,12613,46422,9474,29806,0
227267,Male,Others,Others,38,2,1,0,2,-1,4,31430,5857,94983,99092,82302,42322,16197,16614,38394,686,534,20398,1
387186,Male,Graduate School,Others,43,-1,4,4,3,1,-1,37419,64603,36424,14641,8006,9013,23375,39222,42309,9166,47777,6049,1
735925,Male,Unknown,Married,52,0,0,1,3,1,4,2552,74399,64210,75432,42926,70605,22280,18267,27467,41465,12040,48651,0
451652,Male,High School,Others,49,4,2,2,4,-1,4,58571,57086,74923,57295,78118,60763,1308,10103,7358,48726,40529,22042,0
668134,Female,Unknown,Married,43,-1,-1,4,3,0,1,22622,88145,1670,77451,25265,26341,40899,6031,47317,16457,4666,42948,0
158044,Male,Others,Married,56,0,2,-1,3,3,2,47829,31270,58263,84340,14908,9819,16315,4176,42030,16964,37441,25704,0
155120,Female,Graduate School,Single,26,2,3,3,2,-1,-1,3996,1012,68896,18411,70165,35761,40857,10147,18137,27716,43413,25685,1
108908,Female,Unknown,Married,37,0,3,4,3,4,0,33232,58049,34316,2101,83406,53007,24181,37251,26712,24798,2162,8697,1
380868,Female,Graduate School,Single,38,1,-1,1,-1,1,3,61083,90558,17710,27536,17049,28173,9893,34136,28434,12199,42786,39796,0
247741,Male,High School,Single,51,4,0,2,1,0,3,53034,83989,38814,2588,9827,-944,12697,2266,29922,17280,36766,25755,1
90225,Female,University,Others,26,-1,3,1,2,1,2,38379,88586,99510,13709,68522,51389,3213,17035,39128,2433,47857,33263,0
354417,Male,Graduate School,Single,54,4,0,4,2,2,4,30002,64826,4179,84765,39954,25920,42978,34878,47404,36720,23885,37804,1
136170,Female,Unknown,Others,64,2,0,2,4,1,1,34868,38080,60938,86657,66359,61467,8438,14775,44447,7452,36460,23521,0
484766,Male,Others,Single,64,1,2,2,3,3,4,68649,55879,80212,90259,61934,62897,34992,35866,45981,2169,26415,385,0
490570,Male,Others,Married,47,0,0,0,1,-1,2,25532,68215,24063,76245,53980,70532,2858,2755,31572,46854,40244,30344,1
479896,Female,Others,Others,56,0,4,0,-1,1,3,35861,52062,48616,417,53582,94337,17751,40316,27517,33590,36827,11726,1
591890,Female,Others,Married,68,1,3,-1,1,4,3,72660,64888,52475,19293,86256,32387,28935,20432,20649,26787,41290,36382,1
37182,Female,Graduate School,Others,72,0,3,-1,0,2,4,20235,17210,57009,52897,85008,15041,12455,30459,34156,11526,46038,37539,0
319203,Male,Others,Married,62,-1,1,1,1,2,4,89798,36146,70011,43649,-390,20258,37912,13559,29927,2139,34295,7280,0
412003,Male,University,Single,45,3,0,0,-1,-1,4,2579,96728,8681,34540,90447,12066,49854,17561,11591,28425,45143,18280,0
523668,Male,High School,Others,30,0,1,2,-1,2,0,56944,92948,71501,61251,35636,1613,10115,15381,25832,43343,39819,28430,0
796825,Female,Graduate School,Others,59,2,2,0,-1,-1,1,24619,35166,32566,54427,85245,93373,17717,40517,45737,48038,49725,36285,0
724814,Male,Graduate School,Others,66,0,1,2,2,3,1,20829,2006,26874,59172,10884,86293,32522,25618,20102,41273,38914,26910,0
153128,Female,Others,Single,59,4,0,0,2,-1,3,74107,4,51392,91281,85355,18219,30747,18940,6914,2649,40318,29594,1
464699,Male,Others,Married,32,2,3,2,0,0,3,19912,46580,35123,34017,50315,89777,3365,11876,38289,42849,36463,30465,1
431645,Male,Graduate School,Single,31,0,2,1,1,2,2,39334,4967,84849,19242,49901,68093,41623,47777,10875,39821,33291,33578,1
580197,Male,Others,Single,69,0,0,0,3,2,2,41001,70964,44317,62429,20556,68707,34852,11127,425,1489,30260,25978,0
325050,Female,Others,Single,63,2,2,3,4,4,0,33341,33846,60217,67285,45676,3982,29317,42583,30600,34432,42131,47616,1
358434,Female,Others,Married,73,-1,-1,3,0,1,3,11663,17879,65395,96544,77758,78068,4973,7596,44984,48528,43513,3794,0
293049,Female,Others,Single,23,3,0,2,3,0,2,21104,1261,23939,83525,85603,81554,45427,18468,14743,43568,45139,5307,1
754979,Male,Others,Others,71,3,-1,1,3,1,0,41323,27340,46102,99151,10018,51760,45791,18855,6918,35300,42381,26980,0
719090,Male,Unknown,Single,42,-1,1,2,0,-1,1,47277,66273,78854,7770,35599,55758,46701,21162,7008,17039,10423,8121,0
591845,Male,Unknown,Married,24,0,0,1,1,3,3,16640,31323,39456,136,66915,47562,36194,30467,41176,3718,2216,42176,0
388958,Male,Unknown,Others,28,3,-1,-1,4,4,-1,16511,34864,9337,10602,21489,60033,16863,18769,39081,20366,32304,5229,0
771994,Female,Graduate School,Married,34,-1,4,0,3,2,3,57367,6927,61475,9466,47071,70273,27533,8157,8801,7444,43115,2955,0
498373,Male,High School,Single,40,-1,3,1,2,3,2,97235,63884,10023,9413,11394,44670,20114,42254,12645,6209,6336,28598,0
489329,Male,Graduate School,Married,44,3,1,2,2,-1,3,43654,34212,77406,45075,13417,90097,23526,45028,32953,7866,41811,49113,1
767624,Female,Unknown,Others,34,2,0,-1,0,-1,-1,93428,81256,59916,157,26849,88865,16010,918,25300,36783,15573,2953,0
207271,Female,Graduate School,Married,48,1,0,2,4,0,3,54233,83903,90027,6452,34207,17957,12204,15102,13157,22360,21863,38510,1
712661,Female,High School,Others,36,2,3,3,4,1,2,49,40927,46620,76586,60669,65692,25275,4747,9015,49352,46174,5184,0
619040,Male,Others,Others,52,0,3,3,3,2,1,66837,53150,13274,25225,23290,63074,35415,30275,10169,6611,24094,17472,1
450475,Female,University,Single,67,2,-1,0,0,2,2,63760,57647,82694,39043,14115,2868,21750,42563,16273,29105,9371,33084,0
740161,Male,Unknown,Single,32,4,-1,4,4,3,0,94033,12056,84285,13478,31752,16151,37876,27571,45734,8329,36363,12010,1
360435,Female,Unknown,Others,36,1,-1,0,4,0,2,57498,9862,23398,93776,45402,7606,34489,21965,28465,44023,20751,6238,1
792262,Male,High School,Married,72,1,2,-1,2,4,0,95685,9798,80506,86333,23241,38338,3159,8567,17568,33843,10051,12746,0
631065,Male,Others,Others,39,-1,1,3,0,-1,3,34966,58058,29135,36140,48021,76011,16717,40634,24759,34243,737,46788,1
490313,Male,Others,Single,25,4,0,1,3,0,0,42705,50747,72878,4611,37197,44304,8855,24007,19992,29853,43772,394,1
296881,Male,University,Married,32,0,1,3,3,2,4,60490,34738,10412,82506,63079,34654,25354,6550,14477,39713,10984,38083,1
557678,Male,Others,Others,49,-1,3,4,2,4,3,52645,58945,14293,29166,88979,65397,1223,42368,36534,37725,19202,9765,1
101612,Male,High School,Single,25,2,4,0,-1,1,0,89425,81398,51969,17707,35533,95003,3454,18487,9811,44373,13086,17446,1
586618,Female,Others,Others,62,2,1,2,-1,3,2,67231,16227,12194,-767,76897,85834,44459,31194,37094,20288,46259,18807,0
81082,Male,High School,Others,78,3,1,-1,4,-1,-1,71181,33393,90182,57609,88832,53109,46414,22019,24019,13627,38110,32419,1
719002,Male,Unknown,Others,37,-1,-1,4,1,-1,3,89641,82800,59787,96537,73381,92469,31721,22300,16262,28807,18547,30427,0
424496,Male,Unknown,Married,67,4,3,3,2,-1,0,54032,58461,93301,39684,78283,99681,27073,24592,2435,44106,13248,4371,1
239561,Male,Unknown,Single,28,-1,1,1,1,1,-1,72685,56848,81680,64567,82093,37998,41900,33200,734,448,19460,3581,0
293181,Female,Graduate School,Single,60,-1,0,4,4,2,0,14032,23685,36219,27014,66203,87203,35401,33004,32925,68,23300,13549,0
650956,Male,Unknown,Others,60,-1,-1,1,2,2,0,63221,90517,34507,90483,45963,56369,23199,306,38072,23480,28737,6548,0
129229,Male,High School,Others,50,1,1,1,3,0,0,21243,2480,55591,7951,30034,80764,32272,12720,49146,4908,41486,4258,0
443792,Female,University,Others,30,3,3,-1,2,4,2,44915,14860,86468,67739,13143,98954,33784,32791,32759,28208,33216,32063,1
431780,Male,Others,Married,40,0,4,1,0,0,0,74969,67578,38559,66330,67857,85377,45560,44269,7764,7369,44180,42602,1
240205,Female,Unknown,Single,65,0,0,1,1,2,-1,89423,56230,88836,61831,89593,4990,37301,41973,17459,46070,14436,6947,1
750799,Male,Graduate School,Others,36,0,4,3,2,-1,4,16379,56026,87765,65297,92415,77183,44681,49832,5122,34508,49094,40004,0
106342,Male,Graduate School,Single,61,1,3,-1,1,1,0,71401,5564,5867,27936,68662,17350,5,34283,47180,28308,23818,37996,1
777224,Female,High School,Others,36,3,3,2,4,2,4,78146,19012,73644,62702,18177,2286,43226,17335,30342,26595,6873,12467,0
362072,Female,University,Single,62,4,3,2,2,1,1,88416,53169,95319,14574,73835,49147,36755,5407,42821,36660,6697,30851,1
562375,Female,Unknown,Others,23,3,4,1,-1,3,3,75251,89222,2943,97585,45051,83062,30208,414,40958,14252,4161,34310,0
513040,Male,Unknown,Married,43,1,2,4,1,-1,2,1631,93416,63413,3071,70721,98260,23103,37616,23135,45432,40764,32737,1
119844,Female,Graduate School,Others,42,4,0,0,3,3,1,97567,25341,14523,76631,51937,26620,8704,25999,2964,38811,10043,35667,1
741573,Female,High School,Others,77,-1,3,-1,3,2,1,39452,55758,66028,20009,58778,-783,11452,4971,25464,49160,119,26610,1
547091,Male,Graduate School,Others,48,2,2,0,2,0,-1,60196,82121,35389,27631,98924,52098,33742,15145,13578,27628,14580,34246,0
338905,Male,Graduate School,Others,66,-1,-1,-1,3,2,-1,12830,45841,7918,21362,94203,99719,13558,4985,46385,31050,12574,25587,0
662862,Male,University,Others,65,0,2,-1,3,3,4,23596,91584,45610,29700,72993,87115,11008,24353,24406,33018,31791,42391,0
736670,Female,High School,Single,56,-1,-1,3,1,1,4,42484,42335,44821,46105,14942,43305,41936,7650,37893,35164,19231,46740,1
419379,Male,University,Single,24,1,4,1,2,4,2,93756,54155,25185,30232,66659,98771,620,21754,1133,32891,45473,25032,0
192957,Female,High School,Married,58,0,2,3,1,4,2,24772,97314,20402,40775,16894,44742,32315,12964,37006,12921,49502,21394,0
227412,Female,Unknown,Others,44,2,4,4,2,2,3,4116,80147,93860,52711,52927,18256,45610,43407,5786,9020,10394,44024,1
46764,Female,Others,Single,39,4,3,0,3,0,0,80839,28527,28576,16854,95140,15416,7595,31572,28878,26010,27908,20435,1
495998,Female,Others,Single,31,4,2,0,2,3,2,84053,94466,96296,67823,55160,18871,12837,22905,41125,48507,42512,19960,0
203198,Male,High School,Others,60,0,2,2,4,2,2,636,47775,22134,45782,35190,22171,44801,27767,14595,29589,2250,24219,1
249066,Male,Others,Others,66,-1,3,4,2,3,4,40590,49653,85761,21090,7431,89536,8785,21841,22477,40440,21444,24479,1
208296,Female,Graduate School,Married,60,3,-1,4,0,3,0,91338,23704,73667,26161,56394,85802,42379,16833,11948,46174,46964,32033,0
319199,Female,Unknown,Married,66,3,3,3,2,-1,3,6811,32057,48239,15894,56819,2078,5852,43895,45468,34845,22967,21263,1
323743,Male,Unknown,Single,75,4,0,3,0,4,-1,14223,6393,29505,45300,31338,93946,10134,40096,11403,16979,19621,23589,0
219112,Male,Others,Married,59,3,2,4,1,4,3,9581,74404,268,89666,91116,36630,8814,27752,42935,35854,22906,33906,1
103120,Female,High School,Single,73,0,0,3,0,1,0,19919,39373,70097,43665,30583,76654,12040,13137,39079,27278,44469,9552,0
185556,Female,Graduate School,Married,38,3,3,2,1,-1,-1,82018,90956,63624,38552,12913,86393,23687,23012,35923,23348,24623,14794,1
137976,Female,High School,Others,32,1,4,3,2,4,-1,48441,83613,93649,64288,94101,76746,4529,12708,16804,34512,26852,35958,1
704212,Female,Others,Married,34,4,3,3,1,3,-1,1604,58171,54197,57650,13860,79567,36687,15051,9921,32790,46045,24631,0
547507,Female,Unknown,Single,67,2,1,4,3,0,3,63655,28336,10271,92254,31924,36062,41277,27175,35603,4972,30671,20903,0
380652,Male,Unknown,Married,38,3,0,4,4,0,4,-793,57714,6512,53645,94231,98018,1524,19335,2085,16015,46896,44151,1
624639,Female,High School,Single,64,1,1,3,2,-1,0,92926,11985,67336,38356,72134,79306,48476,44678,39837,24538,15016,45105,0
321009,Male,University,Single,62,1,0,3,0,0,3,7463,11014,96156,41184,36529,35748,39994,1537,23854,31830,15381,11628,0
64457,Female,High School,Married,32,0,4,4,4,3,3,35446,7374,62968,49817,31453,36151,31497,35936,35153,15020,44984,31092,0
100159,Male,University,Married,60,4,1,0,-1,2,1,89526,84506,59757,33633,75511,50176,49085,5687,26353,262,16321,10151,1
210065,Female,High School,Single,47,0,1,1,4,3,2,11671,21299,20422,47720,53389,43689,17276,16352,18761,44460,38162,30057,0
103391,Male,University,Others,26,2,0,0,2,4,3,8476,90513,53040,65301,85090,38630,8819,40571,28870,15142,11376,43089,0
322544,Male,University,Married,44,2,3,3,4,2,1,3986,26331,95381,96694,53199,17998,21707,41144,12292,34353,18276,37745,1
308402,Female,University,Single,71,-1,-1,-1,4,0,4,27590,4584,93897,23640,30444,65346,45213,34224,1455,49584,17281,23088,0
746366,Female,University,Others,53,2,3,-1,3,1,4,14526,11965,11764,50857,92970,9647,35789,34262,13682,41519,34506,38959,0
190029,Male,Graduate School,Single,65,4,-1,2,1,1,0,41001,83769,20164,4765,47112,99334,30915,5060,13182,12336,13856,5765,0
683641,Male,University,Married,74,4,0,0,4,3,1,52242,19819,65679,79997,17798,77740,552,27981,1890,22695,25544,24813,1
611552,Male,University,Single,36,0,2,4,0,3,3,5803,27782,28213,79872,59147,5033,14182,9479,47206,18872,11194,35807,0
716691,Female,Unknown,Single,70,1,3,2,0,0,0,50446,78035,71239,29761,10441,79781,44550,29523,41609,45649,45701,48509,0
186752,Male,Graduate School,Single,32,-1,1,2,3,1,1,10905,84847,93386,36742,66691,25361,13149,26814,35196,45283,44058,27982,0
675522,Female,University,Married,51,2,3,-1,4,1,3,1461,87434,9806,383,46792,99276,31603,10065,6209,22455,35271,25260,1
235880,Female,Others,Others,77,1,0,0,4,3,0,57687,59773,6094,62235,61942,65360,30312,34518,29250,16597,22444,20367,0
381021,Female,Graduate School,Others,57,0,2,1,3,4,0,4673,22824,54597,14458,84677,33495,15155,25820,31635,9857,21534,16016,0
283482,Female,Unknown,Others,73,3,2,4,2,1,2,75490,13110,15158,1435,31860,17616,10277,10438,40816,48281,23130,49338,0
753192,Female,High School,Others,33,-1,3,0,-1,3,4,45772,46707,59833,27736,11468,4680,33443,22871,7282,40689,9662,48247,0
21675,Female,Unknown,Married,78,4,3,2,-1,-1,3,74956,87512,26209,28992,57014,71281,40528,49325,39961,3478,44712,27319,0
99606,Male,Unknown,Single,28,1,4,3,1,1,2,81863,4825,12763,98754,33911,6605,14676,37080,15918,16248,11822,3428,0
292224,Male,Graduate School,Others,58,0,3,2,0,2,0,28564,2488,35256,56566,89343,32530,9785,19661,10446,35565,13252,26986,0
253747,Female,Graduate School,Others,23,0,0,0,2,0,0,68692,66431,58191,39692,54123,97325,20781,18405,16456,45522,27214,40526,1
258585,Male,Others,Married,77,-1,-1,-1,0,3,1,11251,67444,76753,22442,60333,79348,27258,1396,29954,35159,35329,27810,0
286080,Male,Others,Single,78,-1,4,0,2,1,2,78056,65947,41105,22700,16986,36329,11970,173,3457,21749,37262,30727,1
20019,Female,Graduate School,Single,40,2,-1,1,3,1,-1,81085,4457,99408,81361,34719,2305,3264,44354,16296,42043,16350,23138,1
772078,Male,Graduate School,Others,78,2,1,4,1,4,3,905,76110,84776,90549,58116,93379,37761,15913,36853,38529,19987,36156,0
470498,Female,Graduate School,Others,24,4,0,4,3,3,4,51208,37216,53410,26763,74794,39538,8807,23935,43037,13149,49538,30746,0
360448,Female,High School,Single,64,4,4,3,0,2,2,74051,92230,12510,94110,310,30394,30319,11080,40356,7216,6761,21453,1
